id_el,result_ind,press,temp,hydr,T_steam
20928,8,2.9,23.0,50.0,206.0
21442,0,1.8,22.0,54.0,192.0
20662,3,1.5,21.0,53.0,182.0
21411,0,1.9,18.0,49.0,186.0
21582,16,1.9,19.0,45.0,186.0
21352,11,2.8,20.0,48.0,175.0
21352,4,1.4,22.0,47.0,210.0
20371,0,1.9,20.0,55.0,186.0
20701,0,1.7,23.0,48.0,192.0
20701,0,1.7,20.0,45.0,198.0
20870,6,1.9,20.0,46.0,204.0
21582,16,1.7,21.0,52.0,186.0
20931,3,1.3,22.0,45.0,182.0
21442,0,2.0,20.0,52.0,187.0
21365,14,2.0,21.0,50.0,180.0
21328,15,1.9,20.0,53.0,210.0
21411,0,1.8,18.0,47.0,188.0
20695,0,1.8,23.0,49.0,193.0
21352,6,1.3,20.0,55.0,204.0
20534,15,2.0,18.0,48.0,210.0
20299,0,1.8,20.0,52.0,199.0
21442,1,2.0,23.0,52.0,177.0
21442,6,1.7,20.0,50.0,204.0
20534,11,1.9,23.0,45.0,175.0
20701,0,1.7,22.0,55.0,198.0
21582,3,1.4,19.0,45.0,182.0
20304,3,1.4,19.0,48.0,182.0
21442,11,2.2,20.0,53.0,175.0
21442,0,1.8,21.0,48.0,185.0
21546,15,1.9,22.0,49.0,210.0
20304,0,1.7,22.0,49.0,191.0
21312,0,1.9,20.0,55.0,184.0
21352,0,2.0,19.0,52.0,192.0
21580,16,1.8,20.0,53.0,186.0
21411,0,1.8,19.0,55.0,183.0
20870,0,1.9,19.0,49.0,185.0
21582,0,1.7,20.0,55.0,182.0
20732,9,2.2,19.0,55.0,195.0
21442,6,2.0,18.0,48.0,204.0
21454,0,2.0,19.0,49.0,192.0
21530,4,1.2,20.0,48.0,210.0
21530,4,1.5,21.0,46.0,210.0
20304,3,1.4,21.0,48.0,182.0
20303,0,1.9,22.0,54.0,189.0
20304,0,1.9,21.0,46.0,185.0
20701,0,2.0,19.0,48.0,185.0
21441,0,1.9,19.0,51.0,198.0
21582,0,1.8,21.0,49.0,188.0
20303,3,1.3,20.0,48.0,204.0
21448,3,1.7,21.0,52.0,186.0
21411,0,2.0,21.0,52.0,180.0
20476,4,1.7,19.0,50.0,210.0
21582,16,2.0,18.0,51.0,186.0
20303,3,1.5,20.0,51.0,204.0
20304,0,1.9,19.0,47.0,184.0
21442,0,1.8,18.0,46.0,190.0
20695,1,1.9,20.0,54.0,177.0
20304,0,2.0,19.0,47.0,187.0
21442,0,1.7,18.0,49.0,197.0
21411,0,2.0,20.0,47.0,196.0
20534,6,1.7,20.0,51.0,204.0
21546,4,1.7,19.0,55.0,210.0
21442,0,1.9,18.0,45.0,192.0
20534,0,1.8,22.0,54.0,196.0
21411,0,1.7,20.0,50.0,180.0
20534,15,1.9,21.0,48.0,210.0
20501,0,2.0,18.0,53.0,192.0
20534,3,1.3,18.0,45.0,204.0
21352,0,2.0,18.0,55.0,195.0
20701,3,1.4,19.0,50.0,182.0
21292,0,1.9,22.0,47.0,182.0
21411,0,1.9,23.0,53.0,183.0
21442,0,1.9,18.0,54.0,182.0
21480,1,1.9,21.0,50.0,177.0
20371,8,2.4,19.0,54.0,188.0
21352,0,1.9,22.0,52.0,193.0
20304,0,2.0,21.0,46.0,193.0
21442,0,2.0,18.0,52.0,195.0
21442,0,2.0,19.0,52.0,194.0
20701,0,1.8,22.0,48.0,200.0
21441,15,1.8,19.0,49.0,210.0
20501,0,1.7,22.0,48.0,186.0
21461,0,1.8,23.0,51.0,190.0
20701,0,1.8,23.0,54.0,200.0
21448,0,1.7,20.0,54.0,181.0
20701,15,2.0,18.0,46.0,210.0
21442,0,1.8,22.0,47.0,198.0
21442,0,1.8,20.0,49.0,194.0
21605,4,1.4,18.0,50.0,210.0
21442,0,2.0,20.0,49.0,198.0
21582,8,2.3,21.0,52.0,188.0
20371,15,2.0,18.0,48.0,210.0
20874,4,1.6,23.0,46.0,210.0
21582,10,2.1,21.0,55.0,200.0
20534,1,2.0,20.0,54.0,177.0
20762,12,3.0,21.0,47.0,206.0
21411,16,1.8,23.0,45.0,186.0
21442,0,1.7,18.0,45.0,192.0
21365,0,1.7,18.0,47.0,183.0
20304,0,1.7,22.0,45.0,195.0
21582,11,2.2,21.0,45.0,175.0
20873,0,1.8,21.0,52.0,186.0
21442,15,1.8,22.0,50.0,210.0
20701,0,1.8,22.0,55.0,182.0
21461,4,1.4,21.0,55.0,210.0
20701,3,1.7,19.0,48.0,182.0
21454,0,1.7,19.0,55.0,200.0
21442,0,2.0,22.0,53.0,199.0
20371,0,1.9,18.0,54.0,180.0
21527,4,1.7,21.0,51.0,210.0
21411,0,1.8,22.0,47.0,193.0
20381,0,1.8,23.0,47.0,185.0
20371,0,1.7,18.0,49.0,193.0
21582,0,2.0,18.0,54.0,188.0
21480,4,1.7,18.0,49.0,210.0
21442,0,2.0,18.0,49.0,195.0
20380,0,1.8,18.0,52.0,196.0
21352,0,1.7,20.0,54.0,197.0
21411,0,1.9,18.0,47.0,196.0
21352,0,1.8,23.0,50.0,182.0
20534,15,1.7,18.0,52.0,210.0
21442,0,1.9,21.0,50.0,193.0
21013,0,1.9,18.0,53.0,185.0
20694,0,1.7,19.0,48.0,180.0
20870,6,2.0,19.0,50.0,204.0
21582,8,2.4,22.0,50.0,188.0
20501,0,1.9,18.0,52.0,199.0
21442,6,1.9,22.0,54.0,204.0
20700,0,1.8,19.0,54.0,185.0
21444,0,1.9,20.0,51.0,182.0
21411,15,1.9,21.0,54.0,210.0
20701,15,1.8,22.0,52.0,210.0
21461,16,1.8,18.0,49.0,186.0
20304,0,2.0,18.0,54.0,198.0
21444,0,1.8,22.0,51.0,195.0
21454,0,1.8,21.0,55.0,186.0
20695,0,1.9,21.0,54.0,196.0
20304,5,2.1,21.0,54.0,183.0
21442,15,1.7,23.0,46.0,210.0
21310,0,1.7,18.0,48.0,182.0
21442,0,1.9,19.0,54.0,196.0
20695,0,1.8,22.0,51.0,200.0
21582,3,1.6,22.0,52.0,182.0
21365,4,1.6,23.0,47.0,210.0
21442,0,1.8,20.0,45.0,193.0
20303,0,1.8,22.0,45.0,188.0
20701,0,1.9,19.0,55.0,187.0
21531,4,1.4,18.0,54.0,210.0
21365,4,1.2,19.0,54.0,210.0
21352,0,1.7,22.0,49.0,195.0
21444,0,1.7,22.0,54.0,197.0
21328,0,1.9,20.0,55.0,182.0
21442,1,1.8,19.0,53.0,210.0
21441,0,2.0,19.0,55.0,199.0
21442,16,1.7,22.0,49.0,186.0
21352,6,1.8,19.0,54.0,204.0
21446,4,1.3,19.0,49.0,210.0
21442,11,2.7,23.0,48.0,175.0
20371,0,1.8,21.0,55.0,188.0
21446,0,1.8,23.0,51.0,197.0
21328,17,1.6,21.0,52.0,201.0
21328,0,1.9,22.0,49.0,196.0
20701,0,1.8,22.0,46.0,196.0
21530,4,1.2,20.0,45.0,210.0
21411,15,1.7,18.0,47.0,210.0
20371,3,1.6,20.0,51.0,182.0
20534,0,1.8,23.0,45.0,189.0
20701,3,1.7,22.0,48.0,182.0
20371,6,1.9,21.0,49.0,204.0
21279,15,1.8,20.0,53.0,210.0
20873,9,2.4,20.0,55.0,195.0
20873,2,1.6,22.0,53.0,166.0
21311,0,2.0,22.0,46.0,183.0
21480,0,1.8,22.0,49.0,185.0
21605,3,1.5,23.0,54.0,166.0
20701,3,1.2,21.0,46.0,182.0
21352,0,1.7,18.0,55.0,197.0
20355,10,2.4,18.0,45.0,200.0
20534,15,1.7,22.0,51.0,210.0
21446,4,1.2,21.0,46.0,210.0
21455,0,1.7,18.0,54.0,184.0
20303,0,2.0,21.0,48.0,199.0
20534,8,3.0,20.0,55.0,188.0
20476,4,1.4,18.0,48.0,210.0
21582,0,1.8,23.0,47.0,186.0
21352,0,2.0,23.0,47.0,186.0
21434,0,1.9,23.0,47.0,193.0
21352,1,1.6,20.0,52.0,177.0
20304,10,2.1,21.0,55.0,203.0
20746,18,2.8,23.0,46.0,197.0
21411,0,1.7,22.0,48.0,184.0
21352,0,2.0,23.0,47.0,195.0
21411,0,2.0,20.0,46.0,182.0
21455,0,1.7,18.0,52.0,186.0
20701,0,1.9,22.0,51.0,210.0
21365,4,1.7,18.0,45.0,210.0
21352,0,2.0,23.0,53.0,189.0
20534,0,1.7,23.0,47.0,180.0
20662,6,1.7,19.0,47.0,204.0
20701,3,1.2,19.0,50.0,182.0
21453,4,1.3,23.0,53.0,210.0
21352,0,1.9,22.0,53.0,188.0
20701,0,1.8,23.0,54.0,197.0
20701,15,1.7,23.0,49.0,210.0
20701,0,1.7,18.0,53.0,192.0
20371,6,2.0,19.0,54.0,204.0
20534,6,1.8,21.0,46.0,204.0
21442,0,1.7,21.0,53.0,194.0
20873,6,1.7,18.0,54.0,204.0
21441,0,1.7,21.0,50.0,189.0
20540,3,1.5,20.0,54.0,182.0
21480,6,1.4,18.0,48.0,204.0
20303,0,1.7,21.0,50.0,181.0
21013,0,2.0,18.0,53.0,200.0
20870,3,1.5,23.0,51.0,182.0
20381,0,1.8,21.0,53.0,180.0
21582,3,1.7,22.0,47.0,182.0
21442,0,1.9,20.0,47.0,194.0
21442,16,1.8,22.0,49.0,186.0
21480,0,1.7,22.0,45.0,196.0
20534,6,1.8,19.0,48.0,204.0
21411,15,1.9,23.0,48.0,210.0
21442,18,3.0,22.0,55.0,197.0
20783,12,2.0,22.0,45.0,206.0
20304,0,1.8,19.0,54.0,190.0
21328,0,2.0,22.0,50.0,183.0
20501,0,1.9,19.0,53.0,193.0
21411,0,2.0,23.0,54.0,181.0
21441,0,1.8,18.0,50.0,185.0
21328,15,1.8,21.0,45.0,210.0
20304,16,2.0,20.0,46.0,186.0
21442,0,1.9,22.0,47.0,186.0
21442,11,2.4,20.0,53.0,175.0
20534,15,1.9,21.0,45.0,210.0
20695,0,1.9,19.0,49.0,189.0
20300,6,2.0,22.0,49.0,204.0
21442,6,1.9,21.0,47.0,204.0
20534,0,1.7,22.0,53.0,192.0
21442,3,1.5,19.0,55.0,182.0
21455,0,2.0,20.0,53.0,190.0
20299,0,2.0,19.0,49.0,194.0
21454,0,1.7,19.0,46.0,198.0
21442,0,1.8,21.0,48.0,186.0
20846,11,2.2,18.0,46.0,175.0
21442,0,1.7,21.0,46.0,194.0
21411,6,1.2,18.0,55.0,204.0
21582,1,1.8,21.0,49.0,177.0
21352,0,2.0,22.0,48.0,198.0
20355,0,1.7,20.0,50.0,194.0
21442,3,1.6,18.0,54.0,182.0
21441,0,1.9,22.0,45.0,196.0
20303,0,1.8,20.0,53.0,185.0
20304,0,1.9,18.0,54.0,188.0
21442,0,1.9,22.0,45.0,195.0
21363,0,1.8,22.0,52.0,197.0
21442,1,1.7,23.0,55.0,186.0
21411,0,1.8,20.0,49.0,191.0
21453,4,1.2,22.0,49.0,210.0
20873,6,1.7,22.0,53.0,204.0
21442,15,1.8,19.0,51.0,210.0
20776,18,2.6,19.0,50.0,197.0
21352,0,1.7,20.0,47.0,198.0
20873,0,2.0,18.0,54.0,189.0
21444,0,1.9,21.0,54.0,182.0
20583,6,2.0,20.0,55.0,204.0
20931,0,1.9,22.0,53.0,183.0
21369,0,1.8,20.0,47.0,200.0
21454,3,1.7,22.0,51.0,204.0
20701,0,1.7,21.0,52.0,186.0
21442,0,1.9,18.0,45.0,197.0
21530,0,2.0,22.0,45.0,198.0
20371,12,2.6,20.0,49.0,206.0
20355,3,1.2,19.0,52.0,182.0
20793,0,1.7,20.0,46.0,194.0
21582,3,1.7,20.0,55.0,182.0
21406,15,2.0,18.0,45.0,210.0
20695,0,2.0,22.0,53.0,182.0
20701,0,1.9,19.0,50.0,190.0
21364,0,1.4,18.0,48.0,182.0
21352,1,1.9,18.0,50.0,177.0
21442,0,1.7,23.0,52.0,193.0
20695,0,2.0,23.0,46.0,183.0
20701,4,1.2,22.0,50.0,210.0
21352,11,2.0,19.0,52.0,175.0
20695,17,1.6,20.0,51.0,201.0
20534,0,1.9,23.0,48.0,198.0
20304,6,1.9,23.0,54.0,204.0
20701,1,1.6,20.0,51.0,177.0
20304,3,1.5,21.0,49.0,182.0
20303,0,1.7,23.0,46.0,194.0
20300,15,3.0,20.0,47.0,206.0
21442,11,2.7,20.0,53.0,175.0
21546,4,1.4,22.0,52.0,210.0
20534,0,1.8,19.0,51.0,189.0
21411,0,2.0,22.0,47.0,200.0
20701,1,1.8,21.0,54.0,177.0
20701,3,1.2,20.0,55.0,182.0
20534,1,2.0,19.0,51.0,177.0
21442,3,1.7,22.0,45.0,204.0
20304,1,1.9,19.0,46.0,177.0
21442,6,1.9,19.0,54.0,204.0
21365,19,1.2,21.0,52.0,210.0
21531,6,1.8,21.0,46.0,204.0
20304,12,1.9,23.0,45.0,206.0
21441,0,1.8,23.0,47.0,196.0
20758,15,1.9,23.0,45.0,210.0
20762,0,2.0,20.0,52.0,197.0
21290,0,1.9,22.0,52.0,181.0
21013,0,2.0,19.0,54.0,197.0
20304,3,1.6,22.0,47.0,182.0
20757,0,1.9,22.0,51.0,197.0
20462,1,1.7,22.0,46.0,177.0
20540,3,1.7,23.0,47.0,182.0
20732,0,1.8,23.0,51.0,190.0
21582,8,3.0,20.0,49.0,188.0
20304,3,1.7,21.0,54.0,182.0
20732,0,1.7,19.0,50.0,180.0
20762,0,2.0,23.0,49.0,180.0
20701,0,2.0,22.0,47.0,183.0
20304,3,1.7,21.0,49.0,182.0
20299,0,1.7,23.0,52.0,195.0
21442,0,1.9,18.0,52.0,185.0
20649,2,1.2,20.0,51.0,166.0
21582,0,2.0,20.0,51.0,190.0
20303,1,1.7,21.0,50.0,177.0
20380,0,1.7,18.0,45.0,196.0
21442,0,2.0,22.0,55.0,187.0
20845,4,1.2,21.0,45.0,210.0
21442,0,1.7,21.0,47.0,204.0
20758,0,1.9,21.0,45.0,198.0
21442,0,1.9,19.0,50.0,190.0
21582,3,1.2,20.0,54.0,182.0
21411,6,1.5,19.0,47.0,204.0
20870,0,2.0,19.0,51.0,196.0
21461,4,1.3,18.0,50.0,210.0
21527,4,1.5,18.0,54.0,210.0
20300,0,1.7,19.0,55.0,189.0
20534,5,2.8,23.0,45.0,183.0
21582,0,2.0,22.0,47.0,191.0
21352,0,2.0,18.0,51.0,198.0
20695,0,1.8,21.0,50.0,188.0
21582,4,1.4,21.0,46.0,210.0
21441,16,1.9,19.0,55.0,186.0
21442,6,1.9,19.0,52.0,204.0
20371,6,1.7,18.0,53.0,204.0
20534,14,1.9,23.0,52.0,180.0
21442,0,1.9,19.0,46.0,187.0
21453,4,1.7,19.0,47.0,210.0
20303,10,2.9,21.0,53.0,200.0
21444,0,2.0,22.0,53.0,196.0
21131,5,1.9,19.0,47.0,183.0
20534,6,1.9,23.0,49.0,204.0
20701,0,1.9,18.0,47.0,186.0
21441,0,2.0,21.0,54.0,190.0
21352,11,2.9,20.0,50.0,175.0
21441,3,1.2,20.0,54.0,204.0
21352,3,1.4,19.0,54.0,182.0
20701,0,1.7,21.0,51.0,196.0
21365,4,1.4,23.0,45.0,210.0
20303,7,1.9,21.0,54.0,189.0
20701,0,1.9,19.0,49.0,184.0
20534,0,1.8,19.0,49.0,181.0
20695,0,1.9,22.0,55.0,185.0
21442,0,1.9,21.0,48.0,181.0
20304,6,1.8,21.0,47.0,204.0
20534,0,1.7,21.0,53.0,190.0
20873,1,2.0,19.0,47.0,177.0
20758,0,1.9,20.0,52.0,191.0
20762,0,2.0,20.0,46.0,189.0
21444,0,1.7,19.0,54.0,197.0
20371,0,1.7,18.0,45.0,182.0
20534,6,1.3,18.0,45.0,204.0
21531,6,1.7,21.0,46.0,204.0
20380,0,2.0,19.0,53.0,192.0
21352,6,1.7,19.0,45.0,204.0
20304,8,2.1,21.0,55.0,203.0
21480,3,1.3,22.0,46.0,204.0
20355,0,1.8,23.0,52.0,188.0
21454,0,1.8,23.0,53.0,188.0
20701,0,1.7,23.0,49.0,190.0
20534,13,1.5,21.0,46.0,175.0
21328,17,2.9,20.0,54.0,206.0
21612,0,1.8,22.0,50.0,191.0
20762,0,1.7,19.0,53.0,194.0
21442,4,1.4,20.0,50.0,210.0
20525,17,2.0,20.0,47.0,200.0
21293,0,1.9,22.0,52.0,187.0
21445,0,1.8,22.0,46.0,185.0
20534,15,1.9,23.0,54.0,210.0
20304,3,1.6,20.0,45.0,186.0
20701,15,1.9,19.0,48.0,210.0
21352,0,1.9,23.0,49.0,190.0
20304,0,1.8,20.0,50.0,189.0
21445,3,2.6,20.0,55.0,188.0
20380,0,1.7,19.0,55.0,182.0
21365,2,1.7,22.0,45.0,166.0
21411,11,2.8,20.0,52.0,175.0
20520,0,1.9,21.0,55.0,182.0
20701,3,1.7,22.0,45.0,182.0
21411,16,1.9,23.0,48.0,186.0
20931,0,1.7,21.0,45.0,187.0
21325,0,1.8,21.0,49.0,189.0
21446,4,1.5,19.0,45.0,210.0
20701,3,1.2,19.0,45.0,182.0
21480,2,1.6,19.0,47.0,166.0
21442,16,1.7,21.0,54.0,186.0
21441,0,1.7,21.0,48.0,200.0
21352,0,1.7,19.0,54.0,189.0
21582,0,1.8,19.0,48.0,200.0
21352,3,1.5,22.0,49.0,182.0
21454,0,2.0,23.0,51.0,200.0
21411,0,2.0,19.0,46.0,194.0
20381,0,2.0,22.0,55.0,193.0
20304,0,2.0,18.0,53.0,196.0
21582,0,2.0,18.0,47.0,200.0
21455,0,1.8,20.0,51.0,189.0
20303,1,1.9,19.0,54.0,177.0
21328,15,2.0,23.0,52.0,210.0
20873,6,1.9,22.0,55.0,204.0
21350,6,1.8,19.0,47.0,204.0
21442,0,1.9,19.0,49.0,186.0
21442,3,1.2,22.0,54.0,182.0
20371,1,1.7,23.0,47.0,177.0
20534,0,1.8,19.0,54.0,191.0
21454,0,1.7,21.0,55.0,192.0
21442,6,1.9,23.0,52.0,204.0
20304,6,1.9,21.0,54.0,204.0
20300,6,1.8,21.0,53.0,204.0
20534,0,2.0,23.0,46.0,197.0
21442,0,1.7,20.0,52.0,183.0
21442,6,1.2,22.0,47.0,204.0
21441,4,1.6,20.0,54.0,210.0
20534,15,2.0,19.0,54.0,210.0
21411,0,1.8,23.0,47.0,200.0
21568,0,1.7,22.0,45.0,198.0
21442,14,2.8,20.0,54.0,180.0
20371,17,1.5,19.0,49.0,201.0
20639,16,2.6,18.0,54.0,203.0
20534,0,2.0,20.0,48.0,182.0
21582,3,1.4,19.0,45.0,182.0
21445,0,1.8,22.0,48.0,193.0
20701,0,1.7,18.0,48.0,188.0
21455,0,1.8,20.0,50.0,200.0
21442,0,2.0,20.0,46.0,184.0
21582,3,1.5,19.0,48.0,182.0
21442,0,1.8,23.0,50.0,182.0
21365,4,1.5,19.0,49.0,210.0
20303,0,1.9,21.0,46.0,186.0
20701,3,1.4,23.0,47.0,182.0
20695,9,2.9,18.0,49.0,195.0
21460,4,1.5,21.0,54.0,210.0
20752,0,1.8,20.0,52.0,187.0
21434,4,1.7,22.0,54.0,210.0
20300,0,1.8,20.0,54.0,181.0
20355,0,1.9,18.0,47.0,184.0
20845,4,1.2,20.0,55.0,210.0
20371,0,1.7,21.0,52.0,188.0
20695,0,1.8,23.0,54.0,188.0
20520,19,1.6,21.0,50.0,210.0
21352,0,2.0,21.0,47.0,192.0
20304,0,1.8,20.0,46.0,192.0
20371,0,1.9,18.0,53.0,185.0
20355,6,1.4,22.0,50.0,204.0
21491,0,1.9,23.0,53.0,185.0
20931,0,2.0,22.0,51.0,190.0
20534,0,1.7,23.0,51.0,197.0
20303,0,1.9,23.0,52.0,184.0
20695,0,2.0,22.0,50.0,200.0
21442,0,2.0,21.0,47.0,195.0
20701,1,1.9,23.0,55.0,177.0
21442,4,1.4,19.0,45.0,210.0
20695,0,1.7,22.0,45.0,198.0
21454,0,1.9,21.0,45.0,183.0
21442,0,1.7,23.0,55.0,185.0
21446,5,2.5,22.0,52.0,183.0
20695,0,1.7,21.0,46.0,190.0
20371,6,1.5,19.0,54.0,204.0
20695,0,1.8,19.0,49.0,181.0
20304,3,1.5,22.0,53.0,182.0
21568,15,1.9,21.0,50.0,210.0
21568,0,2.0,22.0,52.0,181.0
21313,0,1.8,20.0,52.0,182.0
21411,0,1.7,23.0,52.0,189.0
20476,0,1.7,18.0,52.0,185.0
21446,4,1.7,23.0,51.0,210.0
21352,6,1.8,22.0,47.0,204.0
21612,15,1.7,20.0,54.0,210.0
21446,4,1.4,23.0,45.0,210.0
20701,15,2.0,18.0,53.0,210.0
21461,8,2.6,22.0,51.0,188.0
20695,9,2.4,22.0,51.0,195.0
20501,0,1.8,18.0,55.0,197.0
20873,6,1.8,18.0,48.0,204.0
20701,0,1.8,20.0,54.0,195.0
21442,0,1.7,22.0,45.0,185.0
21352,16,2.0,18.0,51.0,186.0
20873,0,1.9,19.0,55.0,193.0
20695,0,2.0,19.0,51.0,196.0
20300,0,1.7,20.0,52.0,184.0
21442,1,1.7,23.0,55.0,177.0
20534,0,1.8,21.0,49.0,184.0
20695,0,1.8,19.0,53.0,186.0
21352,0,1.7,23.0,45.0,183.0
21442,0,1.8,20.0,45.0,180.0
20695,0,1.7,22.0,50.0,183.0
21582,0,1.9,20.0,53.0,193.0
21442,0,1.8,20.0,52.0,183.0
20534,15,1.8,18.0,52.0,210.0
21546,4,1.3,23.0,45.0,210.0
21527,4,1.5,22.0,51.0,210.0
21441,3,1.7,20.0,52.0,182.0
21367,0,1.7,18.0,52.0,183.0
20931,3,1.7,23.0,46.0,182.0
20737,6,1.4,23.0,48.0,204.0
21442,0,2.0,19.0,51.0,188.0
20701,0,1.9,18.0,49.0,188.0
21442,7,1.8,21.0,54.0,189.0
20303,0,1.7,20.0,45.0,182.0
21446,4,1.5,22.0,51.0,210.0
20739,0,2.0,23.0,49.0,185.0
20371,0,1.9,22.0,46.0,187.0
20695,0,1.8,19.0,46.0,184.0
21480,0,2.0,22.0,49.0,197.0
20870,1,1.8,23.0,52.0,177.0
21365,4,1.6,19.0,54.0,210.0
20300,6,1.9,19.0,48.0,204.0
20304,9,2.0,23.0,54.0,195.0
21406,1,2.0,18.0,45.0,177.0
20701,3,1.4,23.0,53.0,177.0
20762,7,1.2,20.0,47.0,201.0
21352,0,2.0,22.0,50.0,187.0
20870,0,2.0,20.0,46.0,184.0
20534,0,2.0,20.0,52.0,185.0
21364,0,2.0,20.0,51.0,200.0
20304,4,2.1,21.0,55.0,203.0
21442,0,1.8,23.0,53.0,199.0
20304,16,1.8,20.0,46.0,186.0
21352,0,1.9,23.0,45.0,180.0
21352,11,3.0,21.0,52.0,175.0
20701,0,1.9,21.0,50.0,180.0
20873,3,1.7,23.0,50.0,182.0
20304,4,1.7,20.0,52.0,210.0
21328,0,1.8,21.0,46.0,200.0
20701,3,1.4,18.0,52.0,182.0
20695,0,1.8,18.0,48.0,183.0
20695,9,1.9,23.0,46.0,195.0
21012,2,1.2,22.0,53.0,166.0
20304,7,1.7,23.0,45.0,189.0
20870,0,1.9,22.0,46.0,197.0
21434,3,1.7,18.0,50.0,182.0
21442,0,1.9,20.0,53.0,183.0
21442,6,1.8,21.0,48.0,204.0
21411,0,1.8,18.0,49.0,200.0
20534,0,1.8,18.0,53.0,181.0
20701,15,1.7,18.0,45.0,210.0
21365,6,1.9,22.0,50.0,204.0
20930,3,1.7,23.0,45.0,182.0
21454,0,1.8,21.0,46.0,188.0
21350,6,1.7,22.0,47.0,204.0
21434,0,1.9,23.0,47.0,191.0
20695,2,1.3,23.0,48.0,166.0
20695,0,1.8,21.0,53.0,181.0
21523,0,1.9,20.0,48.0,199.0
21375,0,1.8,21.0,48.0,200.0
20701,0,1.8,22.0,53.0,196.0
21442,0,1.9,22.0,49.0,199.0
20534,8,2.4,23.0,54.0,188.0
21446,5,3.0,23.0,51.0,183.0
21213,0,1.7,19.0,55.0,189.0
21530,0,1.8,21.0,46.0,192.0
20701,1,1.7,22.0,51.0,177.0
21411,0,1.7,23.0,52.0,181.0
20701,3,1.6,18.0,50.0,182.0
20304,0,1.9,23.0,54.0,194.0
20701,0,1.8,21.0,52.0,182.0
20695,1,2.0,19.0,53.0,177.0
20355,0,1.8,19.0,52.0,200.0
21582,0,1.8,21.0,50.0,191.0
20870,6,2.0,20.0,54.0,204.0
21442,1,1.7,20.0,53.0,177.0
20701,0,2.0,19.0,50.0,190.0
21461,1,1.9,18.0,45.0,177.0
20501,0,1.8,23.0,48.0,181.0
20873,0,2.0,18.0,45.0,186.0
20534,6,2.0,19.0,48.0,204.0
20371,1,1.9,21.0,48.0,177.0
21546,5,2.1,20.0,45.0,183.0
20870,0,1.8,19.0,54.0,195.0
20695,0,1.7,23.0,50.0,191.0
20304,16,1.7,22.0,46.0,186.0
21352,0,1.9,19.0,51.0,193.0
21454,0,1.9,21.0,55.0,184.0
21453,4,1.4,19.0,47.0,210.0
21582,4,1.5,19.0,55.0,210.0
20300,0,2.0,18.0,51.0,180.0
21411,2,1.5,23.0,46.0,166.0
20304,6,1.8,22.0,51.0,204.0
21582,3,1.5,19.0,52.0,182.0
21434,4,1.5,23.0,45.0,210.0
20534,0,2.0,21.0,48.0,192.0
20737,0,1.6,23.0,52.0,210.0
20701,0,1.7,22.0,52.0,199.0
20300,0,1.8,19.0,55.0,184.0
21352,3,1.4,18.0,55.0,182.0
20534,3,1.3,20.0,52.0,182.0
21434,5,2.4,21.0,47.0,183.0
21442,6,1.7,21.0,55.0,204.0
20371,0,1.7,21.0,53.0,185.0
21454,0,1.7,22.0,45.0,200.0
21442,6,2.0,23.0,45.0,204.0
21367,0,1.9,18.0,46.0,181.0
21434,0,1.8,23.0,50.0,198.0
20701,0,1.7,21.0,46.0,192.0
21411,15,1.8,21.0,55.0,210.0
20873,6,1.7,20.0,47.0,204.0
20300,0,2.0,20.0,53.0,199.0
20475,0,2.0,21.0,50.0,190.0
20534,9,2.6,18.0,46.0,195.0
21012,2,1.3,19.0,54.0,166.0
20701,0,1.9,18.0,46.0,198.0
20701,0,1.8,19.0,49.0,186.0
20870,3,1.2,22.0,46.0,182.0
21455,0,1.9,23.0,46.0,182.0
20662,4,1.3,22.0,55.0,210.0
20501,1,1.9,18.0,48.0,177.0
21352,15,1.7,23.0,50.0,210.0
20701,0,1.9,22.0,51.0,187.0
21568,1,1.7,19.0,49.0,177.0
20695,6,2.0,21.0,51.0,204.0
20846,16,1.8,22.0,51.0,186.0
20534,0,1.7,20.0,51.0,192.0
21461,0,1.8,18.0,46.0,199.0
20701,4,1.3,21.0,54.0,210.0
21442,0,1.9,21.0,52.0,196.0
20701,0,1.7,23.0,52.0,188.0
21313,0,1.8,20.0,52.0,191.0
20501,16,1.7,23.0,48.0,186.0
20380,0,1.9,23.0,55.0,194.0
21442,15,2.0,20.0,52.0,210.0
21365,4,1.4,20.0,55.0,210.0
21224,0,2.0,19.0,55.0,195.0
20873,0,1.8,22.0,53.0,180.0
20380,0,1.9,23.0,55.0,181.0
21444,0,2.0,19.0,46.0,187.0
20701,0,2.0,22.0,46.0,189.0
20873,15,2.0,22.0,52.0,210.0
20739,0,1.7,20.0,52.0,197.0
21582,5,2.6,19.0,55.0,183.0
20762,12,1.9,21.0,46.0,206.0
21434,6,1.9,18.0,54.0,204.0
21301,6,1.3,23.0,54.0,204.0
21442,0,1.8,23.0,51.0,194.0
21455,3,1.7,19.0,47.0,210.0
21442,0,1.9,23.0,53.0,192.0
21582,0,2.0,18.0,53.0,185.0
21442,0,1.9,22.0,46.0,190.0
21312,0,2.0,21.0,46.0,191.0
20695,6,1.8,21.0,51.0,204.0
20304,3,1.4,21.0,54.0,182.0
21461,16,1.8,19.0,47.0,186.0
20695,0,2.0,23.0,50.0,187.0
21582,1,2.0,18.0,51.0,177.0
20534,0,1.7,22.0,51.0,184.0
21582,6,1.9,20.0,54.0,204.0
21311,5,2.2,18.0,55.0,183.0
